#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2021/11/17 14:02:25,970000,0.502,0.121,0.503,0.007,167.40,254.35,299.60,-0.001
2021/11/17 14:02:25,980000,0.510,0.119,0.508,0.007,167.40,254.35,299.60,-0.001
2021/11/17 14:02:25,990000,0.501,0.119,0.504,0.000,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,000000,0.504,0.108,0.509,0.000,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,010000,0.504,0.115,0.512,0.007,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,020000,0.504,0.111,0.510,0.003,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,030000,0.504,0.119,0.508,0.003,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,040000,0.505,0.115,0.514,0.000,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,050000,0.505,0.117,0.520,0.017,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,060000,0.503,0.122,0.503,0.000,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,070000,0.501,0.125,0.510,0.000,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,080000,0.505,0.125,0.507,0.007,167.35,254.30,299.55,-0.001
2021/11/17 14:02:26,090000,0.500,0.115,0.501,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,100000,0.503,0.114,0.503,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,110000,0.506,0.118,0.503,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,120000,0.508,0.121,0.513,-0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,130000,0.501,0.117,0.504,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,140000,0.506,0.109,0.518,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,150000,0.501,0.110,0.507,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,160000,0.505,0.123,0.503,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,170000,0.509,0.138,0.508,0.007,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,180000,0.510,0.115,0.504,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,190000,0.504,0.129,0.505,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,200000,0.501,0.125,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,210000,0.513,0.121,0.511,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,220000,0.506,0.119,0.503,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,230000,0.503,0.114,0.506,-0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,240000,0.506,0.111,0.503,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,250000,0.509,0.120,0.507,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,260000,0.513,0.116,0.502,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,270000,0.503,0.127,0.507,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,280000,0.503,0.127,0.507,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,290000,0.503,0.115,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,300000,0.500,0.120,0.502,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,310000,0.507,0.122,0.510,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,320000,0.502,0.123,0.507,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,330000,0.508,0.117,0.504,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,340000,0.500,0.125,0.502,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,350000,0.501,0.135,0.508,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,360000,0.509,0.130,0.504,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,370000,0.504,0.123,0.514,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,380000,0.510,0.112,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,390000,0.512,0.125,0.506,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,400000,0.503,0.117,0.503,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,410000,0.501,0.119,0.506,0.007,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,420000,0.503,0.115,0.510,-0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,430000,0.500,0.112,0.513,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,440000,0.506,0.109,0.508,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,450000,0.501,0.113,0.504,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,460000,0.509,0.106,0.518,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,470000,0.507,0.117,0.505,0.003,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,480000,0.502,0.121,0.509,0.000,167.35,254.35,299.55,-0.001
2021/11/17 14:02:26,490000,0.502,0.121,0.505,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,500000,0.510,0.117,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,510000,0.505,0.118,0.503,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,520000,0.506,0.117,0.501,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,530000,0.501,0.126,0.503,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,540000,0.506,0.122,0.506,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,550000,0.502,0.114,0.515,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,560000,0.505,0.117,0.507,0.023,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,570000,0.504,0.114,0.505,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,580000,0.503,0.125,0.507,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,590000,0.498,0.122,0.510,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,600000,0.508,0.121,0.504,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,610000,0.503,0.117,0.508,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,620000,0.500,0.123,0.510,0.033,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,630000,0.502,0.120,0.506,0.043,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,640000,0.504,0.122,0.506,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,650000,0.508,0.121,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,660000,0.504,0.120,0.504,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,670000,0.501,0.121,0.516,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,680000,0.500,0.125,0.505,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,690000,0.507,0.115,0.511,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,700000,0.499,0.121,0.504,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,710000,0.501,0.121,0.508,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,720000,0.506,0.114,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,730000,0.500,0.119,0.504,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,740000,0.502,0.122,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,750000,0.504,0.118,0.516,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,760000,0.499,0.122,0.516,0.020,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,770000,0.509,0.122,0.505,0.017,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,780000,0.503,0.128,0.507,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,790000,0.500,0.119,0.507,-0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,800000,0.499,0.115,0.504,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,810000,0.511,0.115,0.507,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,820000,0.504,0.120,0.508,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,830000,0.501,0.123,0.506,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,840000,0.498,0.117,0.508,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,850000,0.500,0.127,0.506,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,860000,0.503,0.111,0.505,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,870000,0.507,0.120,0.510,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,880000,0.508,0.125,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:26,890000,0.508,0.143,0.508,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,900000,0.503,0.118,0.503,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,910000,0.509,0.112,0.509,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,920000,0.508,0.118,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,930000,0.502,0.111,0.510,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,940000,0.504,0.127,0.504,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,950000,0.508,0.112,0.507,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,960000,0.500,0.105,0.517,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,970000,0.501,0.122,0.514,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,980000,0.503,0.116,0.508,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:26,990000,0.501,0.126,0.509,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,000000,0.505,0.118,0.502,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,010000,0.513,0.116,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,020000,0.502,0.132,0.508,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,030000,0.509,0.125,0.505,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,040000,0.503,0.119,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,050000,0.503,0.118,0.504,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,060000,0.500,0.115,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,070000,0.509,0.113,0.505,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,080000,0.503,0.121,0.502,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,090000,0.506,0.123,0.511,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,100000,0.505,0.111,0.503,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,110000,0.503,0.136,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,120000,0.508,0.120,0.504,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,130000,0.503,0.121,0.508,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,140000,0.503,0.112,0.505,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,150000,0.503,0.124,0.505,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,160000,0.505,0.116,0.507,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,170000,0.503,0.119,0.508,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,180000,0.505,0.120,0.502,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,190000,0.500,0.115,0.505,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,200000,0.513,0.114,0.506,-0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,210000,0.504,0.120,0.515,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,220000,0.500,0.116,0.505,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,230000,0.509,0.124,0.514,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,240000,0.510,0.115,0.505,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,250000,0.505,0.120,0.513,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,260000,0.499,0.113,0.504,-0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,270000,0.508,0.118,0.514,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,280000,0.502,0.108,0.510,-0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,290000,0.502,0.120,0.515,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,300000,0.500,0.120,0.511,0.010,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,310000,0.501,0.120,0.502,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,320000,0.504,0.120,0.510,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,330000,0.505,0.130,0.504,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,340000,0.505,0.114,0.504,0.000,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,350000,0.502,0.114,0.510,-0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,360000,0.503,0.105,0.514,0.003,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,370000,0.499,0.115,0.505,0.007,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,380000,0.499,0.120,0.505,0.013,167.40,254.35,299.55,-0.001
2021/11/17 14:02:27,390000,0.504,0.115,0.508,0.020,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,400000,0.502,0.118,0.505,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,410000,0.509,0.114,0.513,0.010,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,420000,0.500,0.109,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,430000,0.503,0.114,0.502,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,440000,0.503,0.120,0.505,0.017,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,450000,0.501,0.115,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,460000,0.501,0.122,0.512,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,470000,0.500,0.120,0.513,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,480000,0.505,0.108,0.502,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,490000,0.504,0.128,0.509,0.010,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,500000,0.504,0.114,0.512,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,510000,0.502,0.110,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,520000,0.505,0.133,0.502,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,530000,0.503,0.111,0.507,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,540000,0.502,0.122,0.505,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,550000,0.500,0.120,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,560000,0.513,0.105,0.511,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,570000,0.501,0.111,0.508,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,580000,0.503,0.115,0.502,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,590000,0.501,0.119,0.502,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,600000,0.513,0.114,0.507,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,610000,0.503,0.115,0.507,-0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,620000,0.515,0.113,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,630000,0.508,0.123,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,640000,0.503,0.116,0.511,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,650000,0.503,0.111,0.508,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,660000,0.504,0.115,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,670000,0.507,0.120,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,680000,0.499,0.119,0.512,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,690000,0.502,0.110,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,700000,0.504,0.115,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,710000,0.503,0.116,0.507,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,720000,0.510,0.123,0.511,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,730000,0.500,0.111,0.517,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,740000,0.500,0.118,0.510,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,750000,0.510,0.112,0.504,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,760000,0.504,0.115,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,770000,0.501,0.122,0.514,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,780000,0.500,0.123,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,790000,0.504,0.118,0.503,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,800000,0.506,0.133,0.503,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,810000,0.504,0.118,0.502,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,820000,0.502,0.120,0.515,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,830000,0.500,0.110,0.510,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,840000,0.505,0.120,0.513,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,850000,0.506,0.134,0.508,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,860000,0.501,0.117,0.506,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,870000,0.508,0.117,0.505,0.037,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,880000,0.502,0.111,0.507,0.027,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,890000,0.503,0.129,0.507,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,900000,0.507,0.116,0.505,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,910000,0.504,0.122,0.510,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,920000,0.504,0.123,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,930000,0.509,0.120,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,940000,0.509,0.109,0.503,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,950000,0.501,0.117,0.507,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,960000,0.504,0.119,0.508,0.010,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,970000,0.504,0.121,0.503,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,980000,0.502,0.123,0.504,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:27,990000,0.505,0.121,0.516,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,000000,0.498,0.108,0.506,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,010000,0.514,0.118,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,020000,0.502,0.117,0.504,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,030000,0.505,0.121,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,040000,0.505,0.117,0.510,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,050000,0.503,0.117,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,060000,0.513,0.112,0.514,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,070000,0.507,0.126,0.504,0.017,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,080000,0.510,0.121,0.508,0.020,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,090000,0.504,0.127,0.512,0.017,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,100000,0.498,0.111,0.504,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,110000,0.508,0.117,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,120000,0.498,0.127,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,130000,0.505,0.123,0.502,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,140000,0.513,0.121,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,150000,0.501,0.115,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,160000,0.498,0.124,0.503,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,170000,0.505,0.140,0.509,0.013,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,180000,0.499,0.123,0.504,0.010,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,190000,0.499,0.116,0.503,0.013,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,200000,0.504,0.117,0.504,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,210000,0.504,0.110,0.507,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,220000,0.503,0.111,0.505,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,230000,0.500,0.120,0.509,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,240000,0.505,0.114,0.503,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,250000,0.498,0.115,0.505,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,260000,0.500,0.119,0.510,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,270000,0.501,0.115,0.503,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,280000,0.505,0.117,0.506,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,290000,0.510,0.125,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,300000,0.503,0.117,0.502,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,310000,0.507,0.123,0.502,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,320000,0.504,0.111,0.501,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,330000,0.510,0.103,0.507,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,340000,0.506,0.110,0.510,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,350000,0.505,0.117,0.512,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,360000,0.514,0.116,0.513,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,370000,0.505,0.113,0.506,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,380000,0.503,0.113,0.506,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,390000,0.514,0.121,0.505,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,400000,0.503,0.121,0.505,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,410000,0.503,0.115,0.509,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,420000,0.507,0.120,0.504,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,430000,0.505,0.125,0.511,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,440000,0.507,0.115,0.505,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,450000,0.507,0.116,0.511,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,460000,0.505,0.111,0.508,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,470000,0.503,0.110,0.503,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,480000,0.505,0.115,0.506,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,490000,0.501,0.115,0.514,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,500000,0.499,0.133,0.504,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,510000,0.508,0.125,0.507,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,520000,0.505,0.113,0.505,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,530000,0.503,0.112,0.506,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,540000,0.502,0.124,0.510,-0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,550000,0.508,0.120,0.505,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,560000,0.503,0.122,0.508,0.003,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,570000,0.506,0.115,0.515,0.000,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,580000,0.504,0.115,0.508,0.007,167.40,254.35,299.50,-0.002
2021/11/17 14:02:28,590000,0.503,0.123,0.505,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,600000,0.503,0.115,0.507,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,610000,0.502,0.119,0.504,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,620000,0.504,0.121,0.504,0.010,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,630000,0.508,0.127,0.506,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,640000,0.501,0.119,0.500,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,650000,0.504,0.121,0.503,0.007,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,660000,0.505,0.121,0.516,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,670000,0.503,0.113,0.512,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,680000,0.501,0.121,0.504,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,690000,0.503,0.126,0.500,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,700000,0.505,0.120,0.503,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,710000,0.505,0.115,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,720000,0.509,0.112,0.507,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,730000,0.512,0.111,0.505,-0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,740000,0.507,0.116,0.517,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,750000,0.510,0.113,0.507,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,760000,0.507,0.119,0.511,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,770000,0.500,0.115,0.505,0.003,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,780000,0.507,0.122,0.508,0.000,167.40,254.35,299.55,-0.002
2021/11/17 14:02:28,790000,0.505,0.125,0.505,0.000,167.40,254.35,299.50,-0.002
